Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close,Open OU,,Close OU,
312,10,H,Florida,0,2,0,2,-104,120,5.5,113,5.5,120
312,11,V,Toronto,0,1,1,2,109,105,5.5,-107,5.5,-110
312,12,H,Winnipeg,1,2,2,5,-129,-125,5.5,-113,5.5,-110
312,13,V,Anaheim,0,0,2,2,-111,-105,5,-104,5,-120
312,14,H,Minnesota,1,0,0,1,-109,-115,5,-116,5,100
312,15,V,SanJose,0,1,1,2,117,110,5,-130,5,-135
312,16,H,St.Louis,1,2,1,4,-137,-130,5,110,5,115
312,17,V,Nashville,1,2,1,4,100,105,5,-105,5,-105
312,18,H,Dallas,0,0,0,0,-120,-125,5,-115,5,-115
312,19,V,Edmonton,2,1,1,4,125,130,5.5,110,5.5,110
312,20,H,Colorado,0,0,0,0,-145,-150,5.5,-130,5.5,-130
312,21,V,LosAngeles,0,1,1,2,-105,100,5,-104,5,-120
312,22,H,Phoenix,2,2,1,5,-115,-120,5,-116,5,100
313,51,V,Ottawa,1,1,1,3,150,170,5,-110,5,-105
313,52,H,Montreal,1,2,0,4,-170,-190,5,-110,5,-115
313,53,V,Philadelphia,1,0,1,2,100,-105,5.5,105,5.5,110
313,54,H,NewJersey,3,1,1,5,-120,-115,5.5,-125,5.5,-130
313,55,V,Detroit,1,1,0,2,-104,-115,5,-130,5,-150
313,56,H,Calgary,2,0,3,5,-116,-105,5,110,5,130
314,1,V,Florida,0,1,0,1,220,220,5.5,102,5.5,110
314,2,H,Boston,2,0,2,4,-270,-270,5.5,-122,5.5,-130
314,3,V,Chicago,0,1,0,2,-159,-170,5.5,112,5.5,115
314,4,H,Columbus,0,1,0,1,139,150,5.5,-132,5.5,-135
314,5,V,Pittsburgh,0,0,3,3,-129,-140,6,-114,6,-120
314,6,H,Toronto,0,1,0,1,109,120,6,-106,6,100
314,7,V,Washington,0,1,2,3,140,145,5.5,-114,5.5,-110
314,8,H,Carolina,2,0,0,2,-160,-165,5.5,-106,5.5,-110
314,9,V,NYIslanders,0,1,1,2,112,100,6,-114,6,-115
314,10,H,TampaBay,0,0,0,0,-132,-120,6,-106,6,-105
314,11,V,NYRangers,0,1,0,1,-104,-110,5,-120,5,-125
314,12,H,Winnipeg,1,1,1,3,-116,-110,5,100,5,105
314,13,V,Colorado,1,1,1,3,134,130,5,-104,5,-110
314,14,H,Minnesota,1,3,1,5,-154,-150,5,-116,5,-110
314,15,V,Phoenix,0,0,0,0,123,115,5,-125,5,-130
314,16,H,St.Louis,0,1,2,3,-143,-135,5,105,5,110
314,17,V,Anaheim,0,1,0,2,-108,-105,5,-135,5,-145
314,18,H,Dallas,1,0,0,1,-112,-115,5,115,5,125
314,19,V,Nashville,1,1,2,4,134,145,5,115,5,105
314,20,H,Vancouver,3,2,2,7,-154,-165,5,-135,5,-125
314,21,V,LosAngeles,0,1,2,3,-105,-105,5,-104,5,-110
314,22,H,SanJose,1,2,1,4,-115,-115,5,-116,5,-110
315,51,V,NewJersey,0,1,0,1,129,130,5.5,-103,5.5,100
315,52,H,Philadelphia,1,0,0,2,-149,-150,5.5,-117,5.5,-120
315,53,V,Nashville,0,1,2,3,105,120,5,-109,5,-110
315,54,H,Calgary,2,1,3,6,-125,-140,5,-111,5,-110
315,55,V,Detroit,0,0,2,3,-111,-120,5,-145,5,-140
315,56,H,Edmonton,1,1,0,2,-109,100,5,125,5,120
316,1,V,NYRangers,0,0,0,0,135,145,5.5,-115,5.5,100
316,2,H,Pittsburgh,1,0,2,3,-155,-165,5.5,-105,5.5,-120
316,3,V,Washington,0,1,0,1,170,190,5.5,102,5.5,105
316,4,H,Boston,2,1,1,4,-200,-230,5.5,-122,5.5,-125
316,5,V,Ottawa,0,3,0,4,105,110,5,-115,5,-130
316,6,H,Buffalo,2,0,1,3,-125,-130,5,-105,5,110
316,7,V,Minnesota,4,1,1,6,102,-110,5,-115,5,-115
316,8,H,Colorado,1,2,1,4,-122,-110,5,-105,5,-105
316,9,V,Phoenix,0,0,0,0,-113,-110,5,-115,5,-120
316,10,H,Columbus,0,0,0,1,-107,-110,5,-105,5,100
316,11,V,Montreal,1,0,1,2,-113,-140,5,-140,5,-150
316,12,H,NewJersey,0,1,0,1,-107,120,5,120,5,130
316,13,V,Carolina,0,0,1,1,-112,-110,6,-103,6,-105
316,14,H,TampaBay,1,2,1,4,-108,-110,6,-117,6,-115
316,15,V,Winnipeg,0,4,0,5,117,120,5.5,-114,5.5,-110
316,16,H,Toronto,1,2,1,4,-137,-140,5.5,-106,5.5,-110
316,17,V,NYIslanders,2,1,1,4,-119,-130,5.5,-114,5.5,-110
316,18,H,Florida,0,0,3,3,-101,110,5.5,-106,5.5,-110
316,19,V,Chicago,3,3,2,8,-128,-140,5.5,107,5.5,120
316,20,H,Dallas,0,0,1,1,108,120,5.5,-127,5.5,-140
316,21,V,Anaheim,1,0,0,1,-102,120,5.5,102,5.5,105
316,22,H,St.Louis,0,1,0,2,-118,-140,5.5,-122,5.5,-125
316,23,V,Detroit,1,1,3,5,150,170,5,-135,5,-140
316,24,H,Vancouver,1,0,1,2,-170,-190,5,115,5,120
316,25,V,SanJose,0,1,1,2,128,130,5,-115,5,-130
316,26,H,LosAngeles,2,3,0,5,-148,-150,5,-105,5,110
317,51,V,Boston,1,0,0,1,113,105,5.5,-115,5.5,-110
317,52,H,Pittsburgh,2,0,0,2,-133,-125,5.5,-105,5.5,-110
317,53,V,Winnipeg,0,0,1,1,-103,130,5,-120,5,-145
317,54,H,Ottawa,2,0,2,4,-117,-150,5,100,5,125
317,55,V,Buffalo,0,2,1,3,112,120,5.5,111,5.5,115
317,56,H,Washington,1,3,1,5,-132,-140,5.5,-131,5.5,-135
317,57,V,Nashville,0,1,1,2,-101,105,5,-111,5,-115
317,58,H,Edmonton,0,1,2,3,-119,-125,5,-109,5,-105
318,1,V,Carolina,1,0,0,1,120,135,5.5,115,5.5,125
318,2,H,NYRangers,0,1,0,2,-140,-155,5.5,-135,5.5,-145
318,3,V,Philadelphia,1,1,0,2,-110,-115,6,-105,6,-105
318,4,H,TampaBay,2,0,2,4,-110,-105,6,-115,6,-115
318,5,V,Calgary,0,2,1,3,110,120,5.5,105,5.5,105
318,6,H,Dallas,3,0,1,4,-130,-140,5.5,-125,5.5,-125
318,7,V,Chicago,2,2,1,5,-140,-160,5.5,105,5.5,100
318,8,H,Colorado,1,1,0,2,120,140,5.5,-125,5.5,-120
318,9,V,SanJose,1,1,1,3,130,125,5,-125,5,-130
318,10,H,Anaheim,1,3,1,5,-150,-145,5,105,5,110
318,11,V,Minnesota,0,1,2,3,140,130,5,-104,5,-120
318,12,H,Vancouver,0,1,0,1,-160,-150,5,-116,5,100
318,13,V,Phoenix,0,0,0,0,140,160,5,-115,5,-125
318,14,H,LosAngeles,1,1,2,4,-160,-180,5,-105,5,105
319,51,V,Florida,0,0,4,4,160,160,5.5,-110,5.5,-110
319,52,H,Carolina,0,0,1,1,-180,-180,5.5,-110,5.5,-110
319,53,V,Nashville,0,1,2,3,-110,-105,5,100,5,105
319,54,H,Columbus,0,2,2,4,-110,-115,5,-120,5,-125
319,55,V,NYRangers,2,1,0,3,-105,100,5,-110,5,110
319,56,H,NewJersey,2,0,0,2,-115,-120,5,-110,5,-130
319,57,V,Ottawa,1,0,4,5,110,115,5,-130,5.5,120
319,58,H,NYIslanders,1,2,0,3,-130,-135,5,110,5.5,-140
319,59,V,Buffalo,2,0,0,3,160,190,5.5,110,5.5,110
319,60,H,Montreal,0,0,2,2,-180,-220,5.5,-130,5.5,-130
319,61,V,Washington,0,1,0,1,175,190,6,100,6,100
319,62,H,Pittsburgh,0,1,1,2,-205,-220,6,-120,6,-120
319,63,V,Boston,0,1,0,1,-130,-160,5.5,120,5.5,130
319,64,H,Winnipeg,0,0,3,3,110,140,5.5,-140,5.5,-150
319,65,V,St.Louis,0,0,2,2,110,100,5.5,120,5.5,130
319,66,H,Vancouver,0,3,0,3,-130,-120,5.5,-140,5.5,-150
319,67,V,Phoenix,0,0,2,2,145,170,5,-105,5,-125
319,68,H,LosAngeles,1,1,1,3,-165,-190,5,-115,5,105
320,1,V,TampaBay,0,0,2,2,109,125,6,-110,6,-105
320,2,H,Toronto,1,3,0,4,-129,-145,6,-110,6,-115
320,3,V,Minnesota,1,3,0,4,112,125,5,-110,5,-115
320,4,H,Detroit,0,1,1,2,-132,-145,5,-110,5,-105
320,5,V,SanJose,1,0,2,4,-104,-120,5,-115,5,-140
320,6,H,Edmonton,1,1,1,3,-116,100,5,-105,5,120
320,7,V,Dallas,2,1,0,3,105,100,5.5,117,5.5,110
320,8,H,Colorado,0,2,2,4,-125,-120,5.5,-137,5.5,-130
320,9,V,Chicago,1,1,0,2,-114,-110,5.5,101,5.5,115
320,10,H,Anaheim,1,0,3,4,-106,-110,5.5,-121,5.5,-135
321,51,V,Florida,1,1,1,3,180,210,5,-115,5,-120
321,52,H,NYRangers,0,0,1,1,-210,-250,5,-105,5,100
321,53,V,Toronto,2,1,1,4,-105,-105,5.5,-105,5.5,100
321,54,H,Buffalo,1,2,1,5,-115,-115,5.5,-115,5.5,-120
321,55,V,NewJersey,1,2,1,4,-101,100,5,-120,5,-145
321,56,H,Carolina,0,0,1,1,-119,-120,5,100,5,125
321,57,V,Montreal,1,1,3,5,-117,-145,5.5,-104,5.5,-115
321,58,H,NYIslanders,1,1,0,2,-103,125,5.5,-116,5.5,-105
321,59,V,Boston,0,1,1,2,-144,-150,5,-115,5,-115
321,60,H,Ottawa,0,1,0,1,124,130,5,-105,5,-105
321,61,V,Washington,2,0,2,4,124,120,5.5,-104,5.5,105
321,62,H,Winnipeg,0,0,0,0,-144,-140,5.5,-116,5.5,-125
321,63,V,Vancouver,1,0,1,2,-108,-115,5,-120,5,-125
321,64,H,Phoenix,0,0,1,1,-112,-105,5,100,5,105
321,65,V,Calgary,2,0,1,3,117,120,5,-110,5,-130
321,66,H,Nashville,2,2,1,5,-137,-140,5,-110,5,110
321,67,V,Dallas,0,0,2,2,170,190,5,-130,5,-130
321,68,H,LosAngeles,0,0,0,0,-190,-220,5,110,5,110
322,1,V,Calgary,0,1,0,1,115,125,5.5,105,5.5,125
322,2,H,Columbus,1,3,1,5,-135,-145,5.5,-125,5.5,-145
322,3,V,Washington,2,2,2,6,125,115,5.5,100,5.5,120
322,4,H,Winnipeg,0,0,1,1,-145,-135,5.5,-120,5.5,-140
322,5,V,Pittsburgh,0,2,2,4,-145,-170,6,-105,6,-115
322,6,H,NYIslanders,1,1,0,2,125,150,6,-115,6,-105
322,7,V,Detroit,2,2,1,5,135,155,5.5,100,5.5,125
322,8,H,Anaheim,1,0,0,1,-155,-175,5.5,-120,5.5,-145
323,51,V,SanJose,0,0,0,0,109,115,5,-104,5,-115
323,52,H,Minnesota,0,1,1,2,-129,-135,5,-116,5,-105
323,53,V,TampaBay,0,0,3,3,118,120,5.5,-104,5.5,100
323,54,H,Ottawa,4,0,1,5,-138,-140,5.5,-116,5.5,-120
323,55,V,Vancouver,1,0,0,1,117,135,5,-125,5,-115
323,56,H,LosAngeles,0,0,0,0,-137,-155,5,105,5,-105
323,57,V,Florida,0,1,0,1,167,170,5,-110,5,-115
323,58,H,NewJersey,0,2,0,2,-187,-200,5,-110,5,-105
323,59,V,Boston,0,0,2,2,-144,-140,5,-120,5,-145
323,60,H,Toronto,1,1,1,3,124,120,5,100,5,125
323,61,V,Buffalo,0,2,0,2,175,170,5.5,101,5.5,110
323,62,H,Montreal,0,0,1,1,-195,-200,5.5,-121,5.5,-130
323,63,V,Columbus,1,1,0,2,129,145,5,-110,5,-115
323,64,H,Nashville,4,0,1,5,-149,-165,5,-110,5,-105
323,65,V,Colorado,0,1,1,2,119,130,5.5,-104,5.5,120
323,66,H,Dallas,2,2,1,5,-139,-150,5.5,-116,5.5,-140
323,67,V,St.Louis,1,0,2,3,-123,-145,5.5,117,5.5,125
323,68,H,Edmonton,0,0,0,0,103,125,5.5,-137,5.5,-145
324,1,V,Florida,0,0,0,0,143,170,5.5,-110,5.5,-110
324,2,H,NYIslanders,1,0,2,3,-163,-200,5.5,-110,5.5,-110
324,3,V,Washington,2,0,0,3,140,135,5,-115,5,-110
324,4,H,NYRangers,2,0,0,2,-160,-155,5,-105,5,-110
324,5,V,Philadelphia,0,1,0,1,160,170,6,-115,6,-130
324,6,H,Pittsburgh,0,0,1,2,-180,-190,6,-105,6,110
324,7,V,TampaBay,0,1,1,2,133,135,6,100,6,105
324,8,H,Winnipeg,1,2,0,3,-153,-155,6,-120,6,-125
324,9,V,St.Louis,0,1,1,2,-118,-140,5.5,106,5.5,115
324,10,H,Calgary,1,1,1,3,-102,120,5.5,-126,5.5,-135
324,11,V,Detroit,2,0,0,2,135,130,5.5,106,5.5,120
324,12,H,Anaheim,0,1,0,1,-155,-150,5.5,-126,5.5,-140
324,13,V,Vancouver,1,2,0,3,-120,-135,5.5,101,5.5,115
324,14,H,Colorado,1,0,1,2,100,115,5.5,-121,5.5,-135
325,51,V,Toronto,0,2,0,2,170,170,5.5,110,5.5,115
325,52,H,Boston,0,1,1,3,-200,-200,5.5,-130,5.5,-135
325,53,V,NewJersey,0,1,1,2,110,120,5,-104,5,100
325,54,H,Ottawa,1,1,0,3,-130,-140,5,-116,5,-120
325,55,V,LosAngeles,0,3,2,5,125,125,5,-125,5,-130
325,56,H,Chicago,1,2,1,4,-145,-145,5,105,5,110
325,57,V,Edmonton,1,0,1,2,125,130,5,-120,5,-115
325,58,H,Nashville,1,2,0,3,-145,-150,5,100,5,-105
325,59,V,Minnesota,1,3,3,7,-104,-110,5,-115,5,-115
325,60,H,Dallas,2,1,1,4,-116,-110,5,-105,5,-105
325,61,V,SanJose,2,1,2,5,115,120,5,-130,5,-130
325,62,H,Anaheim,0,1,2,3,-135,-140,5,110,5,110
325,63,V,Detroit,1,1,1,3,100,125,5,-135,5,-145
325,64,H,Phoenix,2,0,0,2,-120,-145,5,115,5,125
326,1,V,Florida,1,0,1,2,157,140,5.5,-104,5.5,100
326,2,H,Toronto,0,1,2,3,-177,-160,5.5,-116,5.5,-120
326,3,V,Winnipeg,1,2,1,4,102,110,6,115,5.5,-105
326,4,H,Carolina,1,0,0,1,-122,-130,6,-135,5.5,-115
326,5,V,NYIslanders,2,0,1,3,122,125,5.5,-110,5.5,-105
326,6,H,Washington,0,2,0,2,-142,-145,5.5,-110,5.5,-115
326,7,V,Montreal,0,0,0,0,133,135,6,115,5.5,-105
326,8,H,Pittsburgh,0,1,0,1,-153,-155,6,-135,5.5,-115
326,9,V,Buffalo,0,0,1,1,112,105,5.5,-123,5.5,-125
326,10,H,TampaBay,1,1,0,2,-132,-125,5.5,103,5.5,105
326,11,V,NYRangers,1,2,2,5,-106,-105,5,-125,5,-130
326,12,H,Philadelphia,0,1,1,2,-114,-115,5,105,5,110
326,13,V,Edmonton,1,2,0,3,175,190,5.5,121,5.5,125
326,14,H,St.Louis,0,0,0,0,-205,-230,5.5,-141,5.5,-145
326,15,V,Calgary,0,0,0,0,170,170,5.5,101,5.5,100
326,16,H,Chicago,1,1,0,2,-200,-200,5.5,-121,5.5,-120
326,17,V,Columbus,0,0,0,0,170,160,5,-115,5,-120
326,18,H,Vancouver,0,0,0,1,-190,-180,5,-105,5,100
327,51,V,Montreal,1,1,3,6,144,155,5,-130,5,-120
327,52,H,Boston,0,4,1,5,-164,-175,5,110,5,100
327,53,V,Phoenix,0,2,1,3,142,140,5,-125,5,-120
327,54,H,Minnesota,1,1,1,4,-162,-160,5,105,5,100
327,55,V,Anaheim,0,0,0,0,-106,-110,5,-125,5,-145
327,56,H,SanJose,3,0,1,4,-114,-110,5,105,5,125
327,57,V,Colorado,0,2,1,3,114,-115,5.5,-105,5.5,100
327,58,H,Calgary,2,2,0,4,-134,-105,5.5,-115,5.5,-120
328,1,V,Winnipeg,0,0,0,0,175,170,5.5,-110,5.5,-120
328,2,H,Pittsburgh,2,2,0,4,-195,-200,5.5,-110,5.5,100
328,3,V,Carolina,0,2,1,3,120,120,5,-110,5.5,-110
328,4,H,Toronto,1,1,4,6,-140,-140,5,-110,5.5,-110
328,5,V,NYIslanders,0,1,2,4,125,115,5.5,-110,5.5,-115
328,6,H,Philadelphia,2,0,1,3,-145,-135,5.5,-110,5.5,-105
328,7,V,NYRangers,0,0,0,0,-110,-115,5,-105,5,100
328,8,H,Ottawa,0,1,2,3,-110,-105,5,-115,5,-120
328,9,V,Buffalo,0,3,1,4,-104,-110,5,-110,5,-130
328,10,H,Florida,1,1,2,5,-116,-110,5,-110,5,110
328,11,V,Phoenix,6,1,0,7,140,140,5,-110,5,-120
328,12,H,Nashville,3,0,1,4,-160,-160,5,-110,5,100
328,13,V,LosAngeles,0,2,2,4,110,105,5,-110,5,-105
328,14,H,St.Louis,0,1,1,2,-130,-125,5,-110,5,-115
328,15,V,Columbus,2,1,1,4,110,110,5,-115,5,-120
328,16,H,Edmonton,1,2,3,6,-130,-130,5,-105,5,100
328,17,V,Colorado,0,0,1,1,170,200,5,-130,5,-145
328,18,H,Vancouver,1,0,3,4,-200,-240,5,110,5,125
328,19,V,Detroit,0,0,0,0,110,100,5,-110,5,-120
328,20,H,SanJose,1,0,1,2,-130,-120,5,-110,5,100
329,51,V,NewJersey,0,3,1,4,-105,105,5.5,115,5.5,130
329,52,H,TampaBay,0,2,2,5,-115,-125,5.5,-135,5.5,-150
329,53,V,Minnesota,1,1,1,3,-110,100,5,-130,5.5,115
329,54,H,Dallas,2,0,3,5,-110,-120,5,110,5.5,-135
329,55,V,Anaheim,0,1,1,2,130,140,5.5,105,5.5,115
329,56,H,Chicago,0,0,1,1,-150,-160,5.5,-125,5.5,-135
329,57,V,Columbus,1,4,1,6,125,130,5,-130,5,-150
329,58,H,Calgary,0,3,1,4,-145,-150,5,110,5,130
330,1,V,NYIslanders,0,0,0,0,185,200,5.5,-110,5.5,-130
330,2,H,Pittsburgh,0,0,2,2,-215,-240,5.5,-110,5.5,110
330,3,V,Boston,0,0,1,1,-125,-155,5.5,120,5.5,110
330,4,H,Philadelphia,1,1,1,3,105,135,5.5,-140,5.5,-130
330,5,V,Carolina,2,0,1,3,130,115,5.5,-110,5.5,-110
330,6,H,Winnipeg,0,1,0,1,-150,-135,5.5,-110,5.5,-110
330,7,V,Nashville,0,0,0,0,-110,-105,5,-130,5,-135
330,8,H,Colorado,0,0,0,1,-110,-115,5,110,5,115
330,9,V,Washington,0,1,2,4,100,-125,5,-125,5,-150
330,10,H,Buffalo,1,2,0,3,-120,105,5,105,5,130
330,11,V,Toronto,1,1,2,4,105,110,5,-120,5.5,110
330,12,H,Ottawa,0,0,0,0,-125,-130,5,100,5.5,-130
330,13,V,NYRangers,0,0,0,0,130,145,5,-110,5,-120
330,14,H,Montreal,2,1,0,3,-150,-165,5,-110,5,100
330,15,V,NewJersey,1,0,1,2,-115,-110,5,-110,5,-120
330,16,H,Florida,1,0,1,3,-105,-110,5,-110,5,100
330,17,V,LosAngeles,1,2,0,3,-105,-125,5,-105,5,-110
330,18,H,Minnesota,1,1,1,4,-115,105,5,-115,5,-110
330,19,V,Vancouver,0,0,0,0,-135,-135,5,-120,5,-115
330,20,H,Edmonton,4,0,0,4,115,115,5,100,5,-105
330,21,V,Phoenix,1,0,1,2,135,155,5,-115,5,-125
330,22,H,SanJose,0,1,1,3,-155,-175,5,-105,5,105
331,51,V,Chicago,3,2,2,7,-104,-110,5,-135,5,-130
331,52,H,Detroit,0,0,1,1,-116,-110,5,115,5,110
331,53,V,Anaheim,0,0,1,1,-130,-145,5.5,105,5.5,130
331,54,H,Columbus,0,1,0,2,110,125,5.5,-125,5.5,-150
331,55,V,LosAngeles,1,0,2,3,-110,-115,5,-125,5,-160
331,56,H,Dallas,0,1,1,2,-110,-105,5,105,5,140
331,57,V,Boston,0,0,2,2,-145,-170,5.5,120,5.5,105
331,58,H,Buffalo,0,0,0,0,125,150,5.5,-140,5.5,-125
331,59,V,Washington,1,1,2,4,110,-105,5.5,-109,5.5,-115
331,60,H,Philadelphia,2,0,2,5,-130,-115,5.5,-111,5.5,-105
401,1,V,NYIslanders,2,0,1,3,115,105,5.5,115,5.5,130
401,2,H,NewJersey,0,1,0,1,-135,-125,5.5,-135,5.5,-150
401,3,V,Winnipeg,2,0,0,2,120,135,5,-120,5,-115
401,4,H,NYRangers,1,1,2,4,-140,-155,5,100,5,-105
401,5,V,Carolina,1,0,0,1,160,160,5.5,105,5.5,105
401,6,H,Montreal,1,1,2,4,-180,-180,5.5,-125,5.5,-125
401,7,V,Colorado,0,0,2,2,145,155,5.5,105,5.5,110
401,8,H,Detroit,1,2,0,3,-165,-175,5.5,-125,5.5,-130
401,9,V,St.Louis,1,2,1,4,100,105,5.5,105,5,-115
401,10,H,Minnesota,0,1,0,1,-120,-125,5.5,-125,5,-105
401,11,V,Nashville,0,0,2,2,150,160,5,-110,5,-130
401,12,H,Chicago,1,1,0,3,-170,-180,5,-110,5,110
401,13,V,Anaheim,0,3,1,4,-110,-115,5,-125,5,-150
401,14,H,Dallas,0,0,0,0,-110,-105,5,105,5,130
401,15,V,Calgary,0,0,1,1,125,150,5.5,115,5.5,105
401,16,H,Edmonton,3,0,1,4,-145,-170,5.5,-135,5.5,-125
401,17,V,Vancouver,0,1,1,2,100,110,5,-110,5,-115
401,18,H,SanJose,0,3,0,3,-120,-130,5,-110,5,-105
402,51,V,Winnipeg,1,1,0,2,105,110,5.5,100,5.5,100
402,52,H,NYIslanders,1,2,2,5,-125,-130,5.5,-120,5.5,-120
402,53,V,Washington,1,4,0,5,105,-105,5.5,-110,5.5,-110
402,54,H,Carolina,2,1,0,3,-125,-115,5.5,-110,5.5,-110
402,55,V,Ottawa,1,0,1,2,170,160,5,-110,5,100
402,56,H,Boston,2,0,1,3,-190,-180,5,-110,5,-120
402,57,V,Buffalo,2,2,0,4,185,225,5.5,110,5.5,110
402,58,H,Pittsburgh,1,0,0,1,-215,-275,5.5,-130,5.5,-130
402,59,V,Florida,1,1,0,3,140,135,5.5,-110,5.5,-120
402,60,H,TampaBay,0,0,2,2,-160,-155,5.5,-110,5.5,100
402,61,V,Colorado,0,0,1,1,140,150,5,-120,5,-130
402,62,H,Nashville,0,0,3,3,-160,-170,5,100,5,110
402,63,V,LosAngeles,1,0,0,1,-130,-135,5,-125,5,-130
402,64,H,Phoenix,1,1,1,3,110,115,5,105,5,110
403,1,V,Montreal,1,2,0,3,-125,-140,5.5,-115,5.5,-105
403,2,H,Philadelphia,0,2,3,5,105,120,5.5,-105,5.5,-115
403,3,V,Pittsburgh,0,1,0,1,-104,100,5,-125,5,-135
403,4,H,NYRangers,3,2,1,6,-116,-120,5,105,5,115
403,5,V,Edmonton,2,3,3,8,-104,-130,5.5,101,5.5,105
403,6,H,Calgary,2,0,0,2,-116,110,5.5,-121,5.5,-125
403,7,V,Dallas,0,0,2,2,150,170,5.5,117,5.5,125
403,8,H,Anaheim,1,2,2,5,-170,-200,5.5,-137,5.5,-145
403,9,V,Minnesota,0,2,0,2,124,125,5,-110,5,-115
403,10,H,SanJose,2,1,1,4,-144,-145,5,-110,5,-105
404,51,V,TampaBay,0,3,2,5,102,105,5.5,-123,5.5,-130
404,52,H,Carolina,0,0,0,0,-122,-125,5.5,103,5.5,110
404,53,V,NewJersey,0,0,0,0,160,180,5,-115,5,-105
404,54,H,Boston,0,1,0,1,-180,-210,5,-105,5,-115
404,55,V,NYIslanders,0,0,1,1,112,130,5.5,-104,5.5,-110
404,56,H,Washington,1,0,0,2,-132,-150,5.5,-116,5.5,-110
404,57,V,Philadelphia,2,2,1,5,114,135,5.5,-125,5.5,-130
404,58,H,Toronto,2,0,1,3,-134,-155,5.5,105,5.5,110
404,59,V,Winnipeg,1,0,0,1,153,135,5.5,-104,5.5,110
404,60,H,Montreal,1,2,1,4,-173,-155,5.5,-116,5.5,-130
404,61,V,Columbus,0,1,2,3,133,110,5,-120,5,-105
404,62,H,Nashville,0,1,0,1,-153,-130,5,100,5,-115
404,63,V,St.Louis,1,0,2,4,129,135,5.5,106,5.5,110
404,64,H,Chicago,0,2,1,3,-149,-155,5.5,-126,5.5,-130
404,65,V,Detroit,1,0,1,2,-105,-115,5,-140,5,-135
404,66,H,Phoenix,0,3,1,4,-115,-105,5,120,5,115
404,67,V,Edmonton,0,0,0,0,158,155,5,-115,5,-130
404,68,H,Vancouver,1,1,2,4,-178,-175,5,-105,5,110
404,69,V,Minnesota,0,0,0,0,154,160,5,-110,5,-120
404,70,H,LosAngeles,2,1,0,3,-174,-180,5,-110,5,100
405,1,V,Columbus,0,1,0,1,137,145,5,-125,5,-130
405,2,H,St.Louis,0,2,1,3,-157,-165,5,105,5,110
405,3,V,NYRangers,0,0,1,1,119,115,5,-125,5,-135
405,4,H,Pittsburgh,0,0,1,2,-139,-135,5,105,5,115
405,5,V,Ottawa,1,0,1,2,-108,-130,5,-120,5,-125
405,6,H,Buffalo,1,0,3,4,-112,110,5,100,5,105
405,7,V,Detroit,2,0,0,3,-104,-110,5.5,111,5.5,120
405,8,H,Colorado,1,0,1,2,-116,-110,5.5,-131,5.5,-140
405,9,V,Dallas,3,0,0,3,170,170,5.5,115,5.5,120
405,10,H,Anaheim,1,0,0,1,-190,-200,5.5,-135,5.5,-140
405,11,V,Calgary,1,0,0,1,200,220,5.5,-104,5.5,115
405,12,H,SanJose,0,0,2,2,-240,-270,5.5,-116,5.5,-135
406,51,V,Chicago,1,0,0,1,-125,-135,5,-120,5,-130
406,52,H,Nashville,0,0,0,0,105,115,5,100,5,110
406,53,V,Philadelphia,1,0,0,1,114,-105,5.5,-119,5.5,-125
406,54,H,Winnipeg,0,4,0,4,-134,-115,5.5,-101,5.5,105
406,55,V,Edmonton,0,1,0,1,153,160,5,-130,5,-135
406,56,H,LosAngeles,2,1,1,4,-173,-180,5,110,5,115
406,57,V,TampaBay,0,1,1,2,105,100,5.5,-114,5.5,-115
406,58,H,NYIslanders,1,1,2,4,-125,-120,5.5,-106,5.5,-105
406,59,V,NYRangers,0,3,1,4,-110,-120,5,-125,5,-135
406,60,H,Carolina,0,0,1,1,-110,100,5,105,5,115
406,61,V,Boston,0,1,0,1,-102,-115,5,-115,5,-120
406,62,H,Montreal,1,1,0,2,-118,-105,5,-105,5,100
406,63,V,Toronto,1,0,1,2,103,110,5.5,117,5.5,135
406,64,H,NewJersey,0,0,1,1,-123,-130,5.5,-137,5.5,-155
406,65,V,Washington,1,3,0,4,-118,-140,5.5,-109,5.5,120
406,66,H,Florida,0,0,3,3,-102,120,5.5,-111,5.5,-140
406,67,V,Colorado,0,0,0,0,124,170,5.5,117,5.5,115
406,68,H,Phoenix,1,3,0,4,-144,-190,5.5,-137,5.5,-135
406,69,V,Calgary,1,0,1,2,210,240,5.5,-104,5.5,115
406,70,H,Vancouver,2,2,1,5,-260,-300,5.5,-116,5.5,-135
407,1,V,St.Louis,0,1,0,1,-105,-110,5.5,100,5.5,110
407,2,H,Detroit,0,0,0,0,-115,-110,5.5,-120,5.5,-130
407,3,V,Dallas,0,2,2,5,173,180,5,-125,5,-125
407,4,H,SanJose,1,3,0,4,-193,-210,5,105,5,105
407,5,V,Minnesota,0,2,1,3,-105,-105,5,-125,5,-120
407,6,H,Columbus,0,0,0,0,-115,-115,5,105,5,100
407,7,V,Ottawa,1,0,0,1,-120,-155,5,-120,5,-130
407,8,H,Florida,0,1,1,2,100,135,5,100,5,110
407,9,V,NewJersey,1,0,1,2,-105,-105,5,-125,5,-110
407,10,H,Buffalo,1,1,0,3,-115,-115,5,105,5,-110
407,11,V,TampaBay,1,1,0,2,127,125,5.5,-120,5.5,-125
407,12,H,Washington,0,3,1,4,-147,-145,5.5,100,5.5,105
407,13,V,Nashville,1,1,1,3,160,180,5,-120,5,-125
