,home_goals,home_pim,home_shots,home_powerPlayPercentage,home_powerPlayGoals,home_powerPlayOpportunities,home_faceOffWinPercentage,home_blocked,home_takeaways,home_giveaways,home_hits,away_goals,away_pim,away_shots,away_powerPlayPercentage,away_powerPlayGoals,away_powerPlayOpportunities,away_faceOffWinPercentage,away_blocked,away_takeaways,away_giveaways,away_hits
19132,7,6,33,25.0,0,0,50.0,15,12,19,14,4,8,31,33.3,0,0,50.0,10,13,14,24
19133,1,11,36,0.0,0,0,57.4,13,14,10,32,2,13,32,0.0,0,0,42.6,14,8,9,33
19134,7,6,38,66.7,0,0,52.5,13,5,9,35,1,8,30,0.0,0,0,47.5,16,5,5,22
19135,3,11,30,0.0,0,0,,13,2,18,31,2,13,35,0.0,0,0,,20,7,16,31
19136,5,16,27,33.3,0,0,,16,15,5,31,2,30,21,14.3,0,0,,12,10,3,25
19137,2,2,29,0.0,0,0,51.7,17,6,2,17,4,8,30,0.0,0,0,48.3,20,0,3,10
19138,3,2,47,33.3,0,0,63.0,9,9,7,17,2,6,41,0.0,0,0,37.0,8,11,9,24
19139,1,4,31,0.0,0,0,57.4,15,5,5,35,4,6,23,0.0,0,0,42.6,12,15,7,29
19140,5,20,29,33.3,0,0,,0,0,0,0,4,28,36,40.0,0,0,,0,0,0,0
19141,2,10,27,0.0,0,0,53.2,12,9,13,19,3,10,35,20.0,0,0,46.8,18,2,10,16
19142,4,8,42,33.3,0,0,43.5,16,19,11,19,2,6,28,25.0,0,0,56.5,24,11,6,16
19143,2,15,24,0.0,0,0,,8,1,13,28,5,15,26,0.0,0,0,,13,7,4,15
19144,2,6,27,50.0,0,0,58.6,7,7,7,26,1,4,29,0.0,0,0,41.4,26,5,5,20
19145,2,13,33,100.0,0,0,,0,0,0,0,5,11,28,0.0,0,0,,0,0,0,0
19146,0,6,29,0.0,0,0,47.5,7,3,10,31,3,8,24,33.3,0,0,52.5,19,8,5,38
19147,3,12,32,33.3,0,0,,0,0,0,0,2,6,36,16.7,0,0,,0,0,0,0
19148,4,19,34,22.2,0,0,,17,0,5,10,0,25,23,0.0,0,0,,11,3,10,15
19149,2,4,34,50.0,0,0,54.5,1,8,7,29,3,4,26,50.0,0,0,45.5,12,1,5,35
19150,1,4,37,0.0,0,0,55.4,11,7,3,22,4,0,33,50.0,0,0,44.6,18,5,4,6
19151,2,4,29,0.0,0,0,54.5,22,9,8,22,1,6,32,0.0,0,0,45.5,10,6,5,27
19152,3,9,30,0.0,0,0,,13,12,11,35,4,7,20,0.0,0,0,,19,12,7,28
19153,3,47,22,0.0,0,0,,9,14,4,12,0,25,14,0.0,0,0,,6,10,7,19
19154,3,8,32,0.0,0,0,40.0,16,6,6,51,2,2,26,25.0,0,0,60.0,19,7,7,41
19155,3,9,35,50.0,0,0,45.1,14,11,13,29,2,21,29,0.0,0,0,54.9,10,5,14,14
19156,3,4,29,0.0,0,0,,0,0,0,0,2,27,28,0.0,0,0,,0,0,0,0
19157,5,4,33,50.0,0,0,54.4,18,7,23,18,4,16,34,0.0,0,0,45.6,22,6,18,19
19158,4,5,24,0.0,0,0,,0,0,0,0,2,13,23,0.0,0,0,,0,0,0,0
19159,3,10,37,33.3,0,0,55.1,15,5,9,30,4,14,27,0.0,0,0,44.9,22,4,3,12
19160,2,11,36,0.0,0,0,53.4,15,17,7,26,2,17,24,0.0,0,0,46.6,27,10,0,27
19161,4,31,34,50.0,0,0,44.8,7,4,5,16,7,37,35,0.0,0,0,55.2,13,0,5,15
19162,2,6,36,33.3,0,0,54.0,15,5,5,13,2,6,25,66.7,0,0,46.0,23,6,2,8
19163,5,6,35,25.0,0,0,,11,15,17,19,4,16,35,0.0,0,0,,15,7,17,25
19164,2,18,52,11.1,0,0,,0,0,0,0,3,43,15,0.0,0,0,,0,0,0,0
19165,4,8,20,50.0,0,0,,0,0,0,0,2,8,30,50.0,0,0,,0,0,0,0
19166,6,13,25,0.0,0,0,63.8,15,8,6,20,1,21,19,0.0,0,0,36.2,10,5,5,19
19167,1,19,37,20.0,0,0,,17,5,10,12,2,15,25,0.0,0,0,,13,1,2,11
19168,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
19169,0,13,36,0.0,0,0,60.7,5,9,14,29,3,15,22,25.0,0,0,39.3,26,8,10,14
19170,2,6,25,0.0,0,0,,12,18,11,19,4,6,27,33.3,0,0,,25,15,11,25
19171,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
19172,0,0,30,0.0,0,0,,11,6,7,7,1,4,20,0.0,0,0,,10,7,6,9
19173,3,4,28,20.0,0,0,38.3,20,3,2,12,1,10,32,0.0,0,0,61.7,16,5,4,17
19174,2,10,24,0.0,0,0,,13,7,16,23,1,8,25,20.0,0,0,,10,8,7,14
19175,4,8,33,33.3,0,0,42.1,20,8,10,20,1,8,25,33.3,0,0,57.9,14,4,3,25
19176,5,15,27,100.0,0,0,,9,6,9,20,2,7,32,20.0,0,0,,12,6,10,19
19177,3,11,36,0.0,0,0,,0,0,0,0,3,13,31,0.0,0,0,,0,0,0,0
19178,2,12,19,33.3,0,0,,15,2,2,13,0,22,39,0.0,0,0,,4,0,0,10
19179,4,12,30,25.0,0,0,54.1,16,11,6,19,3,10,31,20.0,0,0,45.9,19,7,4,36
19180,4,10,32,0.0,0,0,40.7,12,11,9,24,5,6,41,25.0,0,0,59.3,12,4,6,10
19181,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
19182,5,10,25,50.0,0,0,46.6,13,1,5,21,3,6,35,25.0,0,0,53.4,17,0,2,20
19183,1,2,19,0.0,0,0,39.1,12,9,23,17,0,4,23,0.0,0,0,60.9,8,13,14,15
19184,3,4,32,100.0,0,0,55.6,16,5,5,16,5,4,39,0.0,0,0,44.4,15,3,3,4
19185,3,6,27,33.3,0,0,66.0,16,2,3,24,4,6,35,33.3,0,0,34.0,17,4,2,19
19186,3,4,20,0.0,0,0,44.2,21,8,4,22,1,4,39,0.0,0,0,55.8,12,7,2,7
19187,5,52,35,16.7,0,0,51.0,7,6,9,22,0,58,13,0.0,0,0,49.0,17,4,6,26
19188,4,22,22,0.0,0,0,,0,0,0,0,2,20,41,33.3,0,0,,0,0,0,0
19189,5,6,40,50.0,0,0,50.0,8,6,7,37,1,23,27,0.0,0,0,50.0,15,11,11,42
19190,3,26,28,0.0,0,0,,17,9,22,28,2,24,34,12.5,0,0,,16,6,12,27
19191,4,14,30,16.7,0,0,55.9,15,7,19,23,3,14,30,16.7,0,0,44.1,9,1,16,29
19192,2,8,29,0.0,0,0,,15,9,5,48,2,6,38,0.0,0,0,,14,3,3,32
19193,2,23,28,25.0,0,0,,7,3,2,28,5,35,13,50.0,0,0,,15,0,1,18
19194,3,14,26,25.0,0,0,,17,6,6,44,0,18,30,0.0,0,0,,15,7,3,22
19195,3,15,27,0.0,0,0,55.2,10,14,7,17,2,15,31,0.0,0,0,44.8,18,5,17,23
19196,2,7,30,0.0,0,0,,0,0,0,0,1,15,19,0.0,0,0,,0,0,0,0
19197,3,13,25,0.0,0,0,51.0,13,5,12,31,1,11,17,0.0,0,0,49.0,16,4,16,32
19198,2,30,33,0.0,0,0,38.8,9,4,10,26,5,8,34,20.0,0,0,61.2,17,4,5,23
19199,1,27,29,0.0,0,0,44.9,17,4,17,51,4,19,29,0.0,0,0,55.1,10,7,5,14
19200,2,6,32,50.0,0,0,,0,0,0,0,5,4,26,0.0,0,0,,0,0,0,0
19201,4,6,38,0.0,0,0,44.9,15,16,15,14,1,6,22,0.0,0,0,55.1,8,5,6,11
19202,4,6,24,0.0,0,0,47.8,17,6,8,28,0,4,23,0.0,0,0,52.2,12,1,8,26
19203,3,10,22,66.7,0,0,46.5,18,13,6,18,2,8,49,0.0,0,0,53.5,9,5,3,26
19204,3,17,38,0.0,0,0,44.6,16,10,7,16,3,17,31,20.0,0,0,55.4,23,7,13,23
19205,1,10,21,0.0,0,0,,24,9,14,37,2,8,55,0.0,0,0,,19,6,5,35
19206,4,14,34,33.3,0,0,,0,0,0,0,3,26,20,40.0,0,0,,0,0,0,0
19207,4,18,27,50.0,0,0,,10,5,12,19,1,22,22,0.0,0,0,,9,6,6,23
19208,6,4,28,100.0,0,0,50.0,5,1,1,21,3,2,31,50.0,0,0,50.0,11,3,0,17
19209,0,8,19,0.0,0,0,,0,0,0,0,1,14,22,0.0,0,0,,0,0,0,0
19210,6,32,30,20.0,0,0,,14,4,3,31,1,48,24,0.0,0,0,,11,5,1,29
19211,1,13,30,0.0,0,0,47.3,20,14,5,28,0,13,18,0.0,0,0,52.7,17,10,10,23
19212,4,11,27,50.0,0,0,,17,12,13,24,6,9,32,33.3,0,0,,10,4,6,29
19213,3,26,54,11.1,0,0,,3,8,10,14,5,36,20,25.0,0,0,,15,4,11,15
19214,3,6,34,33.3,0,0,60.0,15,6,7,11,2,6,29,0.0,0,0,40.0,6,2,3,13
19215,3,9,40,20.0,0,0,,0,0,0,0,3,15,18,100.0,0,0,,0,0,0,0
19216,2,33,20,0.0,0,0,,19,14,13,21,7,19,30,33.3,0,0,,8,5,2,18
19217,1,8,43,0.0,0,0,68.3,16,7,6,21,4,6,26,25.0,0,0,31.7,17,5,2,19
19218,4,8,27,100.0,0,0,42.9,23,4,14,24,1,2,31,0.0,0,0,57.1,9,2,9,18
19219,3,34,28,25.0,0,0,,0,0,0,0,0,34,24,0.0,0,0,,0,0,0,0
19220,8,6,28,60.0,0,0,52.9,10,7,1,21,3,12,21,0.0,0,0,47.1,8,7,9,18
19221,1,4,35,25.0,0,0,50.9,14,8,7,21,4,8,30,50.0,0,0,49.1,12,4,6,20
19222,3,30,31,50.0,0,0,,8,18,11,29,4,28,28,25.0,0,0,,26,21,20,19
19223,4,9,31,0.0,0,0,44.4,14,12,8,28,2,7,28,50.0,0,0,55.6,9,8,6,31
19224,1,6,37,50.0,0,0,53.2,13,6,3,22,4,6,19,50.0,0,0,46.8,18,3,2,19
19225,5,8,28,33.3,0,0,,10,2,10,20,4,12,41,0.0,0,0,,8,1,2,22
19226,2,6,29,0.0,0,0,52.6,9,6,9,15,4,8,43,0.0,0,0,47.4,8,10,3,9
19227,1,9,34,0.0,0,0,,0,0,0,0,1,13,18,0.0,0,0,,0,0,0,0
19228,3,10,38,0.0,0,0,50.0,10,5,17,21,4,8,33,0.0,0,0,50.0,3,4,10,21
19229,4,4,26,33.3,0,0,47.1,12,6,8,24,1,6,28,0.0,0,0,52.9,12,4,4,37
19230,3,6,34,66.7,0,0,46.7,22,15,13,35,2,6,32,33.3,0,0,53.3,18,7,17,27
19231,2,20,27,16.7,0,0,,0,0,0,0,2,34,20,0.0,0,0,,0,0,0,0
19232,3,33,34,0.0,0,0,46.0,19,8,7,27,2,43,34,25.0,0,0,54.0,10,11,7,34
19233,2,28,39,50.0,0,0,,15,6,10,32,3,16,28,0.0,0,0,,19,9,3,36
19234,1,13,22,20.0,0,0,,12,6,12,21,4,15,27,0.0,0,0,,17,5,11,25
19235,3,6,21,0.0,0,0,51.8,16,8,7,24,1,4,44,0.0,0,0,48.2,10,11,6,22
19236,4,14,39,75.0,0,0,,12,11,3,9,3,12,34,0.0,0,0,,15,3,4,9
19237,4,11,28,0.0,0,0,50.0,9,10,7,33,3,11,38,50.0,0,0,50.0,10,7,5,19
19238,3,14,41,20.0,0,0,,15,1,4,14,3,10,27,0.0,0,0,,10,3,2,11
19239,3,14,28,0.0,0,0,51.6,12,4,14,36,1,10,25,0.0,0,0,48.4,13,4,11,28
19240,2,13,19,0.0,0,0,54.0,11,3,10,27,1,13,22,0.0,0,0,46.0,14,3,9,32
19241,2,10,19,33.3,0,0,,7,6,20,23,3,6,35,20.0,0,0,,9,7,14,20
19242,1,6,27,50.0,0,0,57.7,16,5,24,44,2,4,18,0.0,0,0,42.3,13,5,14,33
19243,5,7,27,50.0,0,0,,11,3,8,18,1,13,23,100.0,0,0,,18,6,12,9
19244,1,12,34,0.0,0,0,,8,9,11,9,2,10,21,40.0,0,0,,14,5,11,8
19245,3,8,23,0.0,0,0,50.0,21,12,10,55,2,2,40,25.0,0,0,50.0,16,6,12,42
19246,1,17,33,0.0,0,0,,13,6,14,31,3,15,30,40.0,0,0,,20,3,9,26
19247,6,6,35,50.0,0,0,51.6,13,13,21,13,3,6,28,0.0,0,0,48.4,8,11,10,19
19248,1,8,38,0.0,0,0,50.9,18,6,14,24,3,6,21,0.0,0,0,49.1,22,5,8,7
19249,1,33,27,20.0,0,0,,9,2,6,16,4,36,29,0.0,0,0,,19,6,1,8
19250,3,19,33,0.0,0,0,66.1,8,6,4,24,5,6,22,66.7,0,0,33.9,14,6,2,21
19251,2,0,0,0.0,0,0,,0,0,0,0,1,0,0,0.0,0,0,,0,0,0,0
19252,4,29,31,0.0,0,0,54.4,0,0,0,0,3,25,22,0.0,0,0,45.6,0,0,0,0
19253,2,15,29,0.0,0,0,,17,4,6,23,5,17,29,33.3,0,0,,11,1,1,22
19254,3,4,37,0.0,0,0,42.9,10,8,5,13,4,8,19,100.0,0,0,57.1,27,5,6,10
19255,7,52,37,57.1,0,0,52.9,19,8,13,28,3,58,32,0.0,0,0,47.1,17,10,15,36
19256,3,6,32,0.0,0,0,56.7,15,8,6,14,0,2,27,0.0,0,0,43.3,17,8,8,25
19257,3,34,29,20.0,0,0,,12,4,8,27,2,22,29,0.0,0,0,,14,4,5,9
19258,5,4,32,100.0,0,0,55.0,21,10,6,26,4,2,32,50.0,0,0,45.0,13,9,4,18
19259,7,8,42,37.5,0,0,,10,5,15,11,1,40,25,0.0,0,0,,16,9,7,25
19260,2,10,32,33.3,0,0,,9,7,8,12,1,16,31,0.0,0,0,,3,8,9,7
19261,5,8,26,0.0,0,0,49.1,0,0,0,0,1,12,36,0.0,0,0,50.9,0,0,0,0
19262,2,4,36,0.0,0,0,48.4,9,18,10,38,1,8,22,0.0,0,0,51.6,11,6,6,44
19263,3,10,32,42.9,0,0,53.7,10,9,8,28,2,20,21,0.0,0,0,46.3,13,10,5,21
19264,5,4,27,50.0,0,0,,9,11,22,22,3,4,17,0.0,0,0,,16,2,6,24
19265,2,6,40,0.0,0,0,47.3,17,2,3,20,3,10,22,33.3,0,0,52.7,19,6,2,27
19266,1,14,37,0.0,0,0,,7,2,12,28,5,16,24,100.0,0,0,,13,7,11,18
19267,2,11,23,20.0,0,0,,11,14,22,15,3,15,21,0.0,0,0,,13,9,14,17
19268,4,15,30,28.6,0,0,,19,2,2,27,2,21,32,40.0,0,0,,6,1,3,19
19269,1,8,32,0.0,0,0,46.0,16,16,8,24,1,8,37,33.3,0,0,54.0,12,10,3,33
19270,2,6,39,0.0,0,0,56.5,11,14,14,28,2,18,38,0.0,0,0,43.5,15,9,15,25
19271,4,15,28,0.0,0,0,50.0,18,11,15,27,2,15,28,0.0,0,0,50.0,15,6,7,20
19272,4,9,32,0.0,0,0,47.0,16,6,6,28,3,13,28,0.0,0,0,53.0,18,6,1,25
19273,4,2,34,0.0,0,0,56.0,10,10,8,20,2,6,28,0.0,0,0,44.0,16,0,4,33
19274,1,7,23,0.0,0,0,38.6,25,7,7,31,4,13,28,0.0,0,0,61.4,20,7,6,30
19275,5,15,25,40.0,0,0,52.2,13,8,14,36,1,17,32,20.0,0,0,47.8,11,2,8,42
19276,4,21,20,75.0,0,0,,20,2,2,24,3,23,36,33.3,0,0,,3,1,3,35
19277,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
19278,3,20,26,0.0,0,0,48.4,16,14,15,18,2,14,37,25.0,0,0,51.6,10,5,8,18
19279,2,4,29,0.0,0,0,45.2,5,7,17,20,4,4,30,0.0,0,0,54.8,16,12,6,17
19280,3,8,31,0.0,0,0,44.6,5,7,7,19,2,4,38,33.3,0,0,55.4,7,7,11,11
19281,2,12,42,0.0,0,0,,19,10,5,23,1,14,22,0.0,0,0,,28,9,5,13
19282,4,4,24,0.0,0,0,,16,7,1,32,1,8,27,0.0,0,0,,8,5,4,23
19283,3,4,19,50.0,0,0,49.1,13,2,18,25,2,4,19,0.0,0,0,50.9,5,8,4,22
19284,3,8,29,50.0,0,0,54.4,6,8,10,28,4,8,27,75.0,0,0,45.6,18,5,7,23
19285,6,11,28,0.0,0,0,,22,22,8,22,4,11,35,33.3,0,0,,15,2,9,25
19286,2,4,22,33.3,0,0,40.4,16,6,9,35,2,8,29,100.0,0,0,59.6,12,7,8,17
19287,3,12,25,0.0,0,0,,13,11,22,34,2,8,35,25.0,0,0,,8,18,26,27
19288,4,6,46,33.3,0,0,48.5,9,4,8,39,5,8,26,50.0,0,0,51.5,18,2,10,40
19289,5,2,24,66.7,0,0,50.9,8,10,11,24,2,6,30,0.0,0,0,49.1,18,10,8,25
19290,6,10,36,100.0,0,0,56.3,14,16,21,6,4,6,35,20.0,0,0,43.7,11,4,15,19
19291,2,15,43,40.0,0,0,67.7,16,12,11,25,5,17,29,0.0,0,0,32.3,23,4,8,23
19292,3,4,31,0.0,0,0,54.0,14,16,17,18,3,6,35,0.0,0,0,46.0,19,3,8,30
19293,3,6,19,50.0,0,0,,16,10,17,26,2,4,32,0.0,0,0,,9,5,15,31
19294,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
19295,3,4,28,0.0,0,0,58.2,18,4,8,38,3,16,41,0.0,0,0,41.8,12,6,3,36
19296,2,6,29,20.0,0,0,43.5,8,5,1,24,3,10,22,33.3,0,0,56.5,22,6,5,54
19297,3,16,24,16.7,0,0,,0,0,0,0,2,14,28,14.3,0,0,,0,0,0,0
19298,2,4,34,0.0,0,0,53.1,18,8,12,33,2,2,25,50.0,0,0,46.9,15,6,10,28
19299,6,16,31,25.0,0,0,,15,8,7,17,3,8,35,12.5,0,0,,7,2,10,9
19300,3,10,32,25.0,0,0,50.0,25,17,7,14,4,10,33,25.0,0,0,50.0,15,12,9,24
19301,4,14,36,20.0,0,0,,8,10,5,28,5,22,32,33.3,0,0,,18,7,11,24
19302,3,10,28,25.0,0,0,,17,3,10,12,2,12,36,33.3,0,0,,10,2,6,12
19303,1,19,32,0.0,0,0,,15,2,13,32,3,23,27,0.0,0,0,,11,5,14,23
19304,3,10,28,11.1,0,0,,8,15,17,22,4,18,29,20.0,0,0,,22,13,11,16
19305,3,6,40,0.0,0,0,55.0,6,5,10,28,2,8,31,0.0,0,0,45.0,14,6,8,19
19306,2,14,28,0.0,0,0,,10,7,7,23,4,8,37,28.6,0,0,,19,6,3,15
19307,3,8,31,50.0,0,0,47.9,21,5,38,44,2,8,43,0.0,0,0,52.1,22,7,16,27
19308,3,12,50,40.0,0,0,39.0,26,13,28,55,4,12,51,20.0,0,0,61.0,35,7,17,50
19309,0,10,27,0.0,0,0,,0,0,0,0,0,14,15,0.0,0,0,,0,0,0,0
19310,1,10,37,0.0,0,0,60.0,21,9,16,22,1,2,32,0.0,0,0,40.0,24,5,10,32
19311,2,16,22,0.0,0,0,53.7,16,4,6,29,4,2,35,66.7,0,0,46.3,10,5,1,26
19312,3,15,38,28.6,0,0,,10,8,10,21,1,29,18,20.0,0,0,,16,6,14,14
19313,3,8,29,25.0,0,0,57.7,13,8,14,39,2,8,38,0.0,0,0,42.3,13,7,8,18
19314,5,33,36,20.0,0,0,51.7,12,11,5,14,3,25,21,33.3,0,0,48.3,22,5,4,9
19315,3,24,30,20.0,0,0,,17,5,5,35,1,24,31,20.0,0,0,,16,6,12,27
19316,2,6,35,0.0,0,0,50.9,11,2,10,26,6,8,26,33.3,0,0,49.1,11,5,8,33
19317,2,12,42,0.0,0,0,50.0,13,2,14,20,2,12,35,16.7,0,0,50.0,13,3,6,22
19318,4,2,24,0.0,0,0,46.8,8,3,11,15,2,4,20,0.0,0,0,53.2,7,0,4,5
19319,0,4,38,0.0,0,0,63.8,9,6,11,20,4,4,22,0.0,0,0,36.2,11,3,3,7
19320,8,31,33,50.0,0,0,,0,0,0,0,2,17,22,33.3,0,0,,0,0,0,0
19321,0,6,20,0.0,0,0,55.8,6,6,21,36,1,6,13,0.0,0,0,44.2,10,2,5,35
19322,4,10,30,33.3,0,0,46.7,4,6,5,12,3,8,33,0.0,0,0,53.3,14,8,4,17
19323,1,12,28,0.0,0,0,,15,3,14,30,6,10,28,20.0,0,0,,23,6,13,20
19324,0,2,27,0.0,0,0,53.4,17,5,13,23,4,0,29,100.0,0,0,46.6,17,9,11,23
19325,2,8,21,0.0,0,0,,0,0,0,0,4,4,26,25.0,0,0,,0,0,0,0
19326,3,6,29,0.0,0,0,61.4,8,6,15,20,4,2,22,66.7,0,0,38.6,14,10,23,26
19327,4,6,35,0.0,0,0,53.8,12,5,4,25,1,8,23,0.0,0,0,46.2,12,2,2,18
19328,3,13,30,14.3,0,0,,10,5,12,25,2,21,39,0.0,0,0,,22,6,12,17
19329,2,13,34,33.3,0,0,,18,7,4,25,0,13,35,0.0,0,0,,16,1,1,27
19330,1,21,35,0.0,0,0,47.1,17,5,11,24,2,23,29,50.0,0,0,52.9,18,4,9,19
19331,2,10,23,25.0,0,0,,13,12,10,30,3,12,21,0.0,0,0,,13,14,18,31
19332,2,6,22,0.0,0,0,47.6,9,1,6,12,1,6,28,0.0,0,0,52.4,11,13,5,11
19333,2,7,26,0.0,0,0,,0,0,0,0,4,9,25,0.0,0,0,,0,0,0,0
19334,5,16,25,50.0,0,0,50.8,14,10,5,22,1,14,42,0.0,0,0,49.2,10,2,1,28
19335,4,6,36,33.3,0,0,50.9,12,9,6,23,1,10,17,100.0,0,0,49.1,22,4,4,24
19336,3,4,29,0.0,0,0,,16,4,13,11,0,6,22,0.0,0,0,,13,4,9,16
19337,1,11,37,33.3,0,0,,0,0,0,0,1,11,21,0.0,0,0,,0,0,0,0
19338,2,4,36,0.0,0,0,59.7,16,3,11,40,1,6,25,0.0,0,0,40.3,17,7,4,25
19339,3,8,38,25.0,0,0,54.7,13,6,16,25,5,8,30,25.0,0,0,45.3,21,8,8,19
19340,5,6,29,33.3,0,0,55.4,18,10,17,13,0,14,35,0.0,0,0,44.6,12,3,8,19
19341,3,10,54,33.3,0,0,62.5,9,7,6,23,5,8,25,25.0,0,0,37.5,19,5,3,13
19342,3,12,30,16.7,0,0,,27,11,17,18,3,14,28,60.0,0,0,,17,10,8,14
19343,2,6,32,0.0,0,0,55.9,9,5,10,29,6,6,33,33.3,0,0,44.1,26,9,8,28
19344,4,24,22,0.0,0,0,,0,0,0,0,1,18,20,16.7,0,0,,0,0,0,0
19345,2,4,32,0.0,0,0,39.6,9,3,12,36,2,4,29,0.0,0,0,60.4,21,2,9,30
19346,3,4,27,33.3,0,0,44.0,15,8,10,12,1,6,24,0.0,0,0,56.0,14,6,5,27
19347,3,12,23,0.0,0,0,56.5,25,8,7,19,1,8,30,0.0,0,0,43.5,6,8,4,20
19348,5,12,28,0.0,0,0,46.7,16,14,7,13,4,6,38,33.3,0,0,53.3,9,9,7,27
19349,2,8,22,0.0,0,0,,6,18,9,16,0,4,28,0.0,0,0,,8,12,11,12
19350,1,10,39,25.0,0,0,59.4,6,8,11,18,2,8,29,20.0,0,0,40.6,15,4,3,19
19351,1,18,28,0.0,0,0,48.1,11,5,13,17,3,14,35,0.0,0,0,51.9,17,4,14,23
19352,3,30,32,0.0,0,0,,0,0,0,0,3,38,27,14.3,0,0,,0,0,0,0
19353,6,47,51,27.3,0,0,,0,0,0,0,2,101,23,0.0,0,0,,0,0,0,0
19354,6,4,20,25.0,0,0,55.8,9,6,5,26,2,8,22,0.0,0,0,44.2,18,4,0,29
19355,5,24,28,33.3,0,0,,9,11,7,8,3,26,25,20.0,0,0,,10,7,5,7
19356,3,6,35,0.0,0,0,43.8,22,5,10,32,3,4,48,0.0,0,0,56.2,13,3,1,25
19357,0,4,31,0.0,0,0,43.8,7,7,11,29,3,8,32,0.0,0,0,56.2,11,3,10,24
19358,4,4,37,50.0,0,0,46.7,13,10,3,25,2,6,41,0.0,0,0,53.3,8,7,1,25
19359,4,19,19,22.2,0,0,,0,0,0,0,0,25,27,0.0,0,0,,0,0,0,0
19360,4,8,22,20.0,0,0,44.9,7,5,8,25,3,12,35,33.3,0,0,55.1,10,2,6,15
19361,3,8,23,0.0,0,0,55.9,25,11,3,10,2,6,42,33.3,0,0,44.1,11,12,0,10
19362,6,10,31,0.0,0,0,41.0,8,9,12,21,4,6,26,0.0,0,0,59.0,9,8,8,22
19363,5,10,29,20.0,0,0,,9,7,18,22,4,10,20,20.0,0,0,,18,3,19,11
19364,6,12,32,60.0,0,0,,0,0,0,0,3,12,34,40.0,0,0,,0,0,0,0
19365,4,10,37,0.0,0,0,62.1,10,7,6,30,3,4,30,20.0,0,0,37.9,13,7,7,25
19366,3,8,40,33.3,0,0,45.2,9,7,7,16,3,12,26,50.0,0,0,54.8,26,6,8,27
19367,1,8,34,25.0,0,0,,18,17,21,17,1,8,34,25.0,0,0,,24,9,12,21
19368,3,8,21,0.0,0,0,,18,6,20,14,0,4,34,0.0,0,0,,9,3,17,21
19369,1,6,41,0.0,0,0,58.6,12,10,7,17,2,10,26,50.0,0,0,41.4,16,6,4,26
19370,1,8,38,33.3,0,0,69.0,14,6,7,11,5,20,28,100.0,0,0,31.0,16,7,3,19
19371,3,6,33,0.0,0,0,,12,6,17,15,1,12,32,0.0,0,0,,12,4,2,18
19372,5,23,29,75.0,0,0,62.2,17,4,19,27,4,10,42,0.0,0,0,37.8,21,8,12,10
19373,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
19374,2,2,25,0.0,0,0,51.5,11,3,3,9,0,4,33,0.0,0,0,48.5,15,3,5,10
19375,2,4,28,25.0,0,0,55.6,18,12,18,43,0,12,32,0.0,0,0,44.4,13,11,8,35
19376,3,6,32,0.0,0,0,,11,10,15,22,2,8,32,0.0,0,0,,9,3,7,27
19377,4,22,26,33.3,0,0,52.5,12,18,6,12,1,20,41,0.0,0,0,47.5,13,12,2,17
19378,4,17,22,0.0,0,0,,0,0,0,0,1,13,31,16.7,0,0,,0,0,0,0
19379,1,9,14,16.7,0,0,38.6,14,9,12,31,3,19,25,100.0,0,0,61.4,16,10,3,36
19380,6,6,26,50.0,0,0,42.1,10,4,5,21,4,14,25,0.0,0,0,57.9,7,5,1,25
19381,5,10,30,0.0,0,0,48.4,16,4,9,25,2,6,44,0.0,0,0,51.6,21,1,5,27
19382,4,4,41,28.6,0,0,56.4,13,16,13,30,0,14,34,0.0,0,0,43.6,7,6,14,38
19383,0,15,23,0.0,0,0,47.6,8,4,3,50,6,7,39,60.0,0,0,52.4,12,4,0,32
19384,3,14,29,0.0,0,0,,11,3,9,27,6,8,24,20.0,0,0,,17,4,18,12
19385,4,24,28,20.0,0,0,,0,0,0,0,6,36,30,25.0,0,0,,0,0,0,0
19386,3,4,27,0.0,0,0,50.0,14,5,11,33,2,4,39,0.0,0,0,50.0,11,4,15,26
19387,1,15,38,20.0,0,0,,12,11,10,16,3,15,27,20.0,0,0,,13,8,10,19
19388,2,4,30,25.0,0,0,65.4,15,13,19,15,1,8,27,0.0,0,0,34.6,14,5,6,23
19389,2,15,31,33.3,0,0,,7,9,9,12,3,29,23,25.0,0,0,,16,4,3,11
19390,3,12,26,50.0,0,0,,17,7,17,14,2,4,13,16.7,0,0,,12,5,13,19
19391,1,4,22,0.0,0,0,,0,0,0,0,2,12,30,50.0,0,0,,0,0,0,0
19392,3,2,39,20.0,0,0,44.6,12,2,7,16,2,10,22,0.0,0,0,55.4,13,9,8,10
19393,1,6,26,0.0,0,0,,17,9,13,25,0,14,17,0.0,0,0,,12,4,9,28
19394,2,10,28,0.0,0,0,50.9,18,5,9,20,3,10,27,33.3,0,0,49.1,13,8,5,28
