,home_goals,home_pim,home_shots,home_powerPlayPercentage,home_powerPlayGoals,home_powerPlayOpportunities,home_faceOffWinPercentage,home_blocked,home_takeaways,home_giveaways,home_hits,away_goals,away_pim,away_shots,away_powerPlayPercentage,away_powerPlayGoals,away_powerPlayOpportunities,away_faceOffWinPercentage,away_blocked,away_takeaways,away_giveaways,away_hits
0,4,10,29,14.3,0,0,,0,0,0,0,3,14,20,40.0,0,0,,0,0,0,0
1,2,9,31,0.0,0,0,,17,4,18,19,2,11,21,0.0,0,0,,8,3,11,30
2,4,10,29,0.0,0,0,68.2,17,5,2,23,2,12,15,33.3,0,0,31.8,8,6,4,23
3,2,8,30,0.0,0,0,,15,1,12,12,1,4,32,0.0,0,0,,13,3,5,14
4,4,18,33,33.3,0,0,,23,13,18,24,1,20,29,0.0,0,0,,8,8,9,27
5,0,10,27,0.0,0,0,51.6,13,8,16,45,4,4,40,40.0,0,0,48.4,4,3,9,22
6,3,6,50,16.7,0,0,,11,17,6,13,4,12,23,66.7,0,0,,17,10,8,15
7,0,9,18,0.0,0,0,,7,4,6,15,2,11,32,0.0,0,0,,15,2,4,11
8,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
9,5,4,41,50.0,0,0,41.4,18,4,10,24,2,4,15,50.0,0,0,58.6,11,4,9,13
10,4,2,46,50.0,0,0,45.6,9,8,12,29,3,6,39,0.0,0,0,54.4,13,6,6,20
11,2,2,24,66.7,0,0,57.1,7,3,19,23,3,6,34,0.0,0,0,42.9,15,9,9,15
12,2,2,29,20.0,0,0,,14,12,13,31,0,10,18,0.0,0,0,,22,6,9,44
13,1,8,34,25.0,0,0,55.8,21,9,7,18,2,8,28,25.0,0,0,44.2,25,5,9,18
14,2,11,22,0.0,0,0,,6,4,7,17,4,7,34,100.0,0,0,,9,7,5,15
15,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0
16,3,50,28,16.7,0,0,,14,7,4,7,0,87,28,0.0,0,0,,15,6,5,10
17,0,4,25,0.0,0,0,46.3,10,4,14,20,3,12,24,0.0,0,0,53.7,26,5,4,10
18,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
19,1,2,32,0.0,0,0,,10,5,3,26,2,4,31,0.0,0,0,,10,2,1,23
20,1,38,24,0.0,0,0,55.0,9,4,9,37,5,21,27,50.0,0,0,45.0,16,7,2,17
21,5,35,20,25.0,0,0,,0,0,0,0,1,17,26,0.0,0,0,,0,0,0,0
22,2,6,30,16.7,0,0,55.7,14,2,16,29,5,12,26,66.7,0,0,44.3,27,2,31,31
23,5,22,32,33.3,0,0,47.8,10,7,4,22,2,18,27,20.0,0,0,52.2,4,6,3,10
24,0,10,27,0.0,0,0,58.0,14,11,20,26,2,8,22,33.3,0,0,42.0,15,10,16,29
25,0,13,29,0.0,0,0,,0,0,0,0,2,15,21,25.0,0,0,,0,0,0,0
26,3,12,23,33.3,0,0,,9,11,8,24,4,8,36,20.0,0,0,,9,6,4,16
27,1,23,24,14.3,0,0,59.0,11,3,11,23,5,23,31,14.3,0,0,41.0,15,6,14,9
28,4,8,40,66.7,0,0,42.0,16,7,16,21,3,6,37,25.0,0,0,58.0,5,3,8,12
29,6,13,32,0.0,0,0,61.9,15,8,16,32,1,11,29,25.0,0,0,38.1,8,6,18,42
30,4,4,39,0.0,0,0,50.9,8,8,12,21,4,4,30,0.0,0,0,49.1,6,5,3,13
31,1,9,36,0.0,0,0,64.3,4,12,18,18,6,13,19,50.0,0,0,35.7,13,10,14,17
32,4,27,29,50.0,0,0,,0,0,0,0,4,14,39,0.0,0,0,,0,0,0,0
33,5,25,33,50.0,0,0,56.5,18,7,13,26,3,39,33,25.0,0,0,43.5,13,8,2,27
34,3,16,17,16.7,0,0,,0,0,0,0,1,12,27,12.5,0,0,,0,0,0,0
35,3,17,30,0.0,0,0,,0,0,0,0,2,15,22,0.0,0,0,,0,0,0,0
36,5,13,32,0.0,0,0,,14,20,12,19,4,8,21,0.0,0,0,,13,8,6,30
37,2,11,22,0.0,0,0,44.4,14,15,8,26,1,7,31,0.0,0,0,55.6,9,4,4,11
38,2,55,23,0.0,0,0,,0,0,0,0,5,29,27,28.6,0,0,,0,0,0,0
39,1,26,20,0.0,0,0,,10,5,14,24,2,19,26,0.0,0,0,,15,8,12,25
40,4,12,33,33.3,0,0,,7,5,2,19,4,12,35,75.0,0,0,,9,4,1,19
41,3,40,36,50.0,0,0,55.7,4,12,15,19,5,36,31,33.3,0,0,44.3,23,8,9,25
42,3,20,38,33.3,0,0,,12,13,7,20,4,18,29,50.0,0,0,,13,2,10,17
43,3,6,32,0.0,0,0,,13,11,18,24,2,10,23,0.0,0,0,,13,16,14,28
44,5,4,48,33.3,0,0,35.0,8,6,11,16,1,8,19,0.0,0,0,65.0,13,8,11,26
45,2,16,24,0.0,0,0,64.3,15,8,18,18,0,12,30,0.0,0,0,35.7,13,7,14,20
46,2,8,37,20.0,0,0,,0,0,0,0,5,12,28,66.7,0,0,,0,0,0,0
47,2,6,29,0.0,0,0,33.3,16,7,10,21,2,8,30,0.0,0,0,66.7,10,5,13,20
48,3,2,33,25.0,0,0,50.8,16,2,16,32,1,8,32,0.0,0,0,49.2,13,4,12,39
49,4,2,27,0.0,0,0,51.4,11,6,19,12,1,10,17,0.0,0,0,48.6,16,5,15,19
50,3,8,35,28.6,0,0,,10,7,11,27,4,14,21,50.0,0,0,,21,2,5,35
51,3,6,27,20.0,0,0,44.9,15,9,13,25,3,22,34,50.0,0,0,55.1,17,14,11,21
52,5,6,32,20.0,0,0,56.5,12,5,7,9,6,10,25,66.7,0,0,43.5,14,9,9,19
53,3,17,26,0.0,0,0,,0,0,0,0,2,19,24,16.7,0,0,,0,0,0,0
54,8,6,33,50.0,0,0,51.5,10,3,8,33,2,4,30,33.3,0,0,48.5,17,3,9,22
55,4,6,35,0.0,0,0,45.9,16,5,8,43,3,10,45,0.0,0,0,54.1,27,7,5,29
56,5,6,27,66.7,0,0,,12,11,21,18,2,6,26,33.3,0,0,,7,3,11,34
57,1,22,23,20.0,0,0,,9,7,2,24,0,22,22,0.0,0,0,,13,4,6,18
58,4,10,35,0.0,0,0,,16,11,14,14,3,10,36,0.0,0,0,,14,8,7,13
59,3,13,22,33.3,0,0,,13,4,18,24,2,17,22,0.0,0,0,,10,3,12,27
60,1,6,38,0.0,0,0,45.9,9,7,9,17,1,8,21,33.3,0,0,54.1,15,9,7,16
61,1,4,24,25.0,0,0,,16,5,6,23,4,8,32,0.0,0,0,,10,6,5,22
62,4,12,26,50.0,0,0,48.5,17,9,6,22,3,8,40,40.0,0,0,51.5,15,9,6,31
63,4,4,37,0.0,0,0,56.9,9,4,12,31,3,6,26,0.0,0,0,43.1,15,3,12,26
64,1,12,43,0.0,0,0,51.9,11,7,9,26,2,6,20,25.0,0,0,48.1,16,5,7,28
65,3,13,31,50.0,0,0,58.5,20,5,5,22,1,9,42,0.0,0,0,41.5,11,4,4,20
66,3,8,32,20.0,0,0,,0,0,0,0,1,10,19,0.0,0,0,,0,0,0,0
67,1,8,24,0.0,0,0,52.7,15,7,11,23,2,4,27,25.0,0,0,47.3,14,6,10,31
68,2,10,29,14.3,0,0,,14,4,8,19,0,16,31,0.0,0,0,,18,5,3,19
69,1,8,29,0.0,0,0,46.2,12,8,3,14,2,12,19,0.0,0,0,53.8,22,7,2,12
70,6,10,29,0.0,0,0,60.3,11,13,16,22,1,8,27,0.0,0,0,39.7,10,6,16,30
71,2,8,38,33.3,0,0,,10,12,3,25,3,12,32,0.0,0,0,,22,6,2,26
72,7,11,26,50.0,0,0,52.1,19,8,6,26,3,13,31,100.0,0,0,47.9,12,9,11,40
73,1,6,31,20.0,0,0,50.0,13,4,9,21,4,10,27,33.3,0,0,50.0,20,6,6,22
74,3,8,20,33.3,0,0,45.1,12,5,18,23,1,6,40,0.0,0,0,54.9,10,3,14,14
75,6,24,23,20.0,0,0,,0,0,0,0,2,24,28,0.0,0,0,,0,0,0,0
76,3,8,28,0.0,0,0,48.6,23,5,12,44,1,6,38,50.0,0,0,51.4,10,3,8,37
77,7,13,33,0.0,0,0,47.5,11,10,1,35,1,5,33,25.0,0,0,52.5,6,3,5,32
78,1,8,19,0.0,0,0,,9,4,15,11,5,12,26,25.0,0,0,,16,4,13,6
79,2,25,30,0.0,0,0,,20,12,11,32,4,17,39,12.5,0,0,,10,8,10,17
80,5,12,32,60.0,0,0,,20,4,15,38,3,12,33,20.0,0,0,,15,8,11,29
81,1,23,48,0.0,0,0,52.2,15,12,15,29,1,10,26,0.0,0,0,47.8,18,10,8,26
82,4,13,17,0.0,0,0,,0,0,0,0,3,11,28,33.3,0,0,,0,0,0,0
83,2,2,21,0.0,0,0,55.0,17,13,16,33,1,2,34,0.0,0,0,45.0,12,8,10,24
84,3,9,33,0.0,0,0,47.4,18,8,5,40,4,7,35,0.0,0,0,52.6,7,6,7,43
85,2,4,35,25.0,0,0,,16,5,8,20,2,8,37,50.0,0,0,,10,5,6,17
86,1,17,22,0.0,0,0,50.0,9,5,5,24,4,9,38,0.0,0,0,50.0,12,7,5,14
87,4,47,23,25.0,0,0,,8,2,3,26,5,27,35,30.0,0,0,,9,2,6,20
88,4,6,32,50.0,0,0,53.0,9,8,6,18,1,8,39,33.3,0,0,47.0,16,5,7,26
89,2,6,24,0.0,0,0,58.7,17,6,4,24,0,2,18,0.0,0,0,41.3,12,4,11,27
90,5,8,27,25.0,0,0,,0,0,0,0,2,8,25,0.0,0,0,,0,0,0,0
91,4,8,27,0.0,0,0,51.9,20,11,9,20,2,6,35,25.0,0,0,48.1,9,5,8,19
92,3,24,18,0.0,0,0,48.0,16,9,28,18,5,22,25,14.3,0,0,52.0,10,10,19,11
93,3,4,34,66.7,0,0,58.9,14,7,4,25,1,6,37,0.0,0,0,41.1,18,4,5,33
94,4,16,25,100.0,0,0,,10,8,8,19,2,6,26,14.3,0,0,,6,4,8,19
95,2,4,24,0.0,0,0,43.1,11,4,6,25,4,2,29,0.0,0,0,56.9,12,6,10,16
96,2,6,29,0.0,0,0,55.6,11,1,8,11,3,4,24,0.0,0,0,44.4,9,3,6,10
97,2,33,39,20.0,0,0,,0,0,0,0,5,39,27,100.0,0,0,,0,0,0,0
98,2,10,29,0.0,0,0,,18,11,7,22,5,8,26,25.0,0,0,,15,6,13,14
99,2,13,36,0.0,0,0,44.9,17,2,7,27,4,15,25,0.0,0,0,55.1,22,2,6,28
100,2,6,16,0.0,0,0,,0,0,0,0,1,10,26,0.0,0,0,,0,0,0,0
101,3,8,23,25.0,0,0,52.6,18,3,8,14,4,8,31,0.0,0,0,47.4,18,10,3,15
102,2,4,31,25.0,0,0,,11,7,8,18,1,8,30,0.0,0,0,,13,2,7,13
103,5,10,22,50.0,0,0,51.2,16,11,18,30,0,4,24,0.0,0,0,48.8,18,3,5,24
104,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
105,3,8,38,33.3,0,0,42.1,20,3,10,27,1,8,19,33.3,0,0,57.9,13,5,8,20
106,3,9,43,25.0,0,0,56.5,10,10,8,27,3,15,25,100.0,0,0,43.5,13,3,2,33
107,4,8,30,20.0,0,0,51.6,14,10,7,24,2,10,38,0.0,0,0,48.4,5,6,3,19
108,5,4,32,50.0,0,0,,0,0,0,0,0,4,23,0.0,0,0,,0,0,0,0
109,4,0,39,33.3,0,0,35.8,18,12,9,17,2,6,25,0.0,0,0,64.2,20,4,1,19
110,4,2,37,0.0,0,0,52.5,9,16,9,27,2,8,32,0.0,0,0,47.5,18,13,8,35
111,1,4,41,0.0,0,0,41.7,19,9,20,26,2,10,37,0.0,0,0,58.3,18,5,10,18
112,4,10,40,14.3,0,0,,0,0,0,0,1,18,27,33.3,0,0,,0,0,0,0
113,2,34,40,0.0,0,0,50.8,18,7,4,20,6,22,38,83.3,0,0,49.2,8,6,1,26
114,1,6,40,25.0,0,0,,10,13,14,39,2,8,20,0.0,0,0,,13,3,7,23
115,2,6,25,16.7,0,0,54.7,14,9,15,17,5,12,28,66.7,0,0,45.3,13,16,12,12
116,4,20,23,20.0,0,0,,0,0,0,0,3,26,25,14.3,0,0,,0,0,0,0
117,0,23,24,0.0,0,0,56.0,13,10,13,19,3,8,34,20.0,0,0,44.0,17,11,9,15
118,4,8,38,0.0,0,0,,13,15,8,14,3,8,17,25.0,0,0,,9,3,4,13
119,1,6,23,25.0,0,0,,0,0,0,0,4,12,26,100.0,0,0,,0,0,0,0
120,5,4,29,50.0,0,0,52.2,15,6,10,21,4,23,33,50.0,0,0,47.8,13,2,9,20
121,3,6,31,0.0,0,0,,10,6,8,13,1,10,28,0.0,0,0,,11,8,11,9
122,2,10,24,25.0,0,0,55.4,6,7,6,22,1,10,17,0.0,0,0,44.6,13,1,9,18
123,4,12,46,0.0,0,0,,0,0,0,0,1,10,22,20.0,0,0,,0,0,0,0
124,2,6,22,0.0,0,0,,0,0,0,0,3,4,29,33.3,0,0,,0,0,0,0
125,5,12,27,50.0,0,0,45.3,12,5,16,23,3,10,52,0.0,0,0,54.7,12,1,11,26
126,5,9,27,50.0,0,0,48.1,14,3,9,17,2,9,37,0.0,0,0,51.9,12,3,7,18
127,3,13,38,25.0,0,0,,9,7,14,29,4,13,32,25.0,0,0,,22,10,16,15
128,0,10,33,0.0,0,0,46.2,9,4,6,24,5,14,21,33.3,0,0,53.8,17,6,1,14
129,4,10,29,0.0,0,0,61.8,15,9,5,23,2,8,34,0.0,0,0,38.2,12,6,6,26
130,0,35,19,0.0,0,0,61.1,16,7,14,25,3,13,34,0.0,0,0,38.9,11,6,11,18
131,2,11,37,0.0,0,0,,16,7,5,20,5,13,22,33.3,0,0,,20,8,5,18
132,3,10,19,0.0,0,0,,20,6,21,22,3,4,39,40.0,0,0,,12,3,14,15
133,2,6,40,25.0,0,0,51.4,14,4,12,15,2,8,35,0.0,0,0,48.6,17,4,4,21
134,5,14,26,40.0,0,0,48.1,10,4,11,26,2,10,25,14.3,0,0,51.9,15,2,6,37
135,4,4,35,0.0,0,0,52.1,10,4,28,28,3,6,29,0.0,0,0,47.9,10,1,15,25
136,2,15,34,33.3,0,0,,13,5,12,14,1,17,26,0.0,0,0,,18,3,9,16
137,3,11,25,0.0,0,0,,0,0,0,0,4,17,33,0.0,0,0,,0,0,0,0
138,6,19,24,100.0,0,0,42.6,16,6,7,28,2,23,27,16.7,0,0,57.4,10,5,4,31
139,2,6,37,0.0,0,0,36.1,17,7,18,29,3,4,34,33.3,0,0,63.9,13,18,16,22
140,3,12,37,0.0,0,0,60.9,16,22,15,21,3,14,36,0.0,0,0,39.1,17,12,11,33
141,2,4,27,0.0,0,0,63.2,6,5,4,21,4,6,21,50.0,0,0,36.8,13,6,1,19
142,0,2,28,0.0,0,0,56.2,14,7,13,25,3,4,33,0.0,0,0,43.8,22,2,1,38
143,5,8,15,33.3,0,0,60.0,11,10,18,36,4,6,37,50.0,0,0,40.0,14,4,10,19
144,3,10,40,20.0,0,0,,13,13,19,18,0,12,21,0.0,0,0,,11,5,6,17
145,9,22,33,50.0,0,0,,0,0,0,0,4,32,26,25.0,0,0,,0,0,0,0
146,2,19,36,20.0,0,0,34.5,11,5,5,16,5,21,24,0.0,0,0,65.5,10,3,9,18
147,4,31,29,0.0,0,0,55.8,0,0,0,0,2,19,36,0.0,0,0,44.2,0,0,0,0
148,6,6,40,20.0,0,0,58.3,16,5,5,23,2,10,35,33.3,0,0,41.7,17,3,0,25
149,2,15,31,0.0,0,0,,21,14,16,41,2,17,39,33.3,0,0,,11,13,15,35
150,0,10,43,0.0,0,0,49.3,8,9,3,42,3,8,26,0.0,0,0,50.7,15,6,3,38
151,4,30,27,28.6,0,0,,0,0,0,0,5,33,24,60.0,0,0,,0,0,0,0
152,6,15,28,66.7,0,0,49.1,16,8,15,24,2,17,33,0.0,0,0,50.9,11,4,8,14
153,3,24,23,22.2,0,0,,0,0,0,0,1,32,32,0.0,0,0,,0,0,0,0
154,1,26,22,0.0,0,0,38.6,12,5,18,30,3,16,36,0.0,0,0,61.4,5,4,12,24
155,2,6,43,25.0,0,0,60.3,7,7,11,20,4,8,26,0.0,0,0,39.7,20,20,9,15
156,0,4,34,0.0,0,0,51.4,15,7,6,31,3,12,28,50.0,0,0,48.6,18,7,2,35
157,3,13,28,0.0,0,0,54.0,12,6,14,20,2,11,33,25.0,0,0,46.0,8,1,7,18
158,3,6,30,0.0,0,0,57.4,16,7,8,26,6,0,26,33.3,0,0,42.6,9,7,7,12
159,6,10,25,75.0,0,0,,0,0,0,0,3,8,21,20.0,0,0,,0,0,0,0
160,7,14,44,50.0,0,0,,0,0,0,0,2,14,15,16.7,0,0,,0,0,0,0
161,6,18,31,25.0,0,0,47.4,14,7,12,6,3,8,36,0.0,0,0,52.6,11,5,9,12
162,5,8,29,25.0,0,0,63.6,10,5,7,15,0,8,14,0.0,0,0,36.4,23,6,7,13
163,0,2,34,0.0,0,0,,1,11,27,30,2,6,19,100.0,0,0,,18,7,5,24
164,4,4,31,0.0,0,0,52.5,9,6,10,39,1,4,31,50.0,0,0,47.5,18,6,10,42
165,1,4,28,0.0,0,0,50.9,13,9,17,26,4,4,28,0.0,0,0,49.1,18,10,12,21
166,0,2,25,0.0,0,0,,15,7,13,16,0,2,26,0.0,0,0,,14,7,6,14
167,8,10,25,60.0,0,0,56.2,15,6,4,22,3,25,29,50.0,0,0,43.8,9,4,4,24
168,4,2,39,50.0,0,0,52.9,7,14,9,20,3,4,28,0.0,0,0,47.1,8,10,9,20
169,4,18,32,16.7,0,0,,19,11,10,25,0,14,20,0.0,0,0,,11,7,11,22
170,2,6,30,0.0,0,0,52.5,9,5,15,25,5,6,38,33.3,0,0,47.5,16,6,15,15
171,2,7,42,0.0,0,0,,0,0,0,0,3,7,22,0.0,0,0,,0,0,0,0
172,2,11,24,20.0,0,0,55.0,14,3,8,19,2,15,32,0.0,0,0,45.0,6,6,6,25
173,3,11,20,40.0,0,0,48.4,12,4,9,39,1,15,20,0.0,0,0,51.6,16,4,12,26
174,1,10,28,33.3,0,0,44.8,16,5,21,19,2,6,40,20.0,0,0,55.2,14,3,9,23
175,3,4,29,0.0,0,0,,20,9,26,48,5,8,31,0.0,0,0,,8,6,10,51
176,3,8,25,20.0,0,0,,7,4,8,9,1,10,37,0.0,0,0,,3,3,2,13
177,6,8,26,50.0,0,0,60.0,12,14,14,21,3,6,33,0.0,0,0,40.0,4,5,7,30
178,5,14,28,33.3,0,0,52.1,11,8,14,27,2,30,30,0.0,0,0,47.9,13,1,11,36
179,3,13,40,40.0,0,0,53.4,9,12,16,17,0,27,18,0.0,0,0,46.6,13,5,11,26
180,2,12,25,14.3,0,0,49.1,9,6,8,19,4,14,22,33.3,0,0,50.9,29,12,13,15
181,2,12,33,0.0,0,0,45.5,16,13,16,22,1,4,37,16.7,0,0,54.5,14,10,16,24
182,3,6,18,0.0,0,0,41.5,15,1,6,16,2,6,32,0.0,0,0,58.5,15,2,1,11
183,5,6,39,40.0,0,0,46.8,13,4,7,18,4,10,27,33.3,0,0,53.2,11,4,13,16
184,4,8,30,0.0,0,0,58.6,15,6,4,22,2,4,37,0.0,0,0,41.4,7,6,5,19
185,4,15,23,33.3,0,0,46.9,19,6,14,23,3,11,34,40.0,0,0,53.1,11,9,14,27
186,5,12,36,33.3,0,0,,0,0,0,0,4,14,31,0.0,0,0,,0,0,0,0
187,2,4,30,50.0,0,0,55.2,10,10,14,28,2,4,29,0.0,0,0,44.8,24,12,7,46
188,2,13,28,0.0,0,0,43.9,14,3,5,20,3,13,27,0.0,0,0,56.1,23,2,7,18
189,1,0,0,0.0,0,0,,0,0,0,0,7,0,0,0.0,0,0,,0,0,0,0
190,2,8,32,33.3,0,0,55.7,16,6,12,25,2,12,33,25.0,0,0,44.3,13,6,12,12
191,5,8,32,33.3,0,0,,14,9,5,13,3,6,35,25.0,0,0,,16,2,3,9
192,2,8,30,0.0,0,0,,25,12,8,32,3,4,24,0.0,0,0,,11,7,11,21
193,1,22,36,20.0,0,0,,15,6,10,17,2,20,22,0.0,0,0,,12,4,9,21
194,3,27,24,0.0,0,0,44.6,16,7,11,17,4,13,38,25.0,0,0,55.4,12,12,6,14
195,2,21,38,25.0,0,0,59.7,18,4,11,34,7,23,28,100.0,0,0,40.3,27,8,9,20
196,3,9,21,100.0,0,0,,0,0,0,0,4,11,31,0.0,0,0,,0,0,0,0
197,3,6,38,20.0,0,0,43.9,14,9,20,49,4,10,32,0.0,0,0,56.1,27,6,18,16
198,5,4,49,0.0,0,0,53.8,10,13,10,44,5,4,26,0.0,0,0,46.2,20,7,12,36
199,3,14,23,0.0,0,0,44.6,10,10,14,28,2,12,29,33.3,0,0,55.4,13,5,9,21
200,4,10,30,0.0,0,0,58.1,19,10,28,49,5,8,35,75.0,0,0,41.9,18,11,19,57
201,3,18,31,20.0,0,0,,5,7,5,17,6,22,20,66.7,0,0,,15,5,5,23
202,0,10,21,0.0,0,0,,11,5,17,23,3,6,25,20.0,0,0,,13,8,5,13
203,2,12,24,0.0,0,0,53.3,25,6,13,36,1,6,44,25.0,0,0,46.7,8,5,3,21
204,3,6,35,25.0,0,0,45.3,5,6,13,34,6,8,25,0.0,0,0,54.7,13,7,12,26
205,4,8,22,0.0,0,0,51.4,16,6,9,21,0,4,38,0.0,0,0,48.6,11,4,12,26
206,1,2,25,0.0,0,0,54.8,11,11,12,23,2,6,32,0.0,0,0,45.2,11,7,2,25
207,2,10,27,20.0,0,0,,5,9,6,23,1,12,29,0.0,0,0,,10,7,8,25
208,1,11,33,0.0,0,0,44.1,13,8,12,23,3,7,31,0.0,0,0,55.9,12,10,9,7
209,2,10,25,0.0,0,0,58.1,21,9,13,28,3,8,32,25.0,0,0,41.9,17,7,12,11
210,0,2,26,0.0,0,0,54.5,21,5,13,31,1,4,29,0.0,0,0,45.5,9,4,10,28
211,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
212,4,8,37,33.3,0,0,,0,0,0,0,2,12,25,0.0,0,0,,0,0,0,0
213,6,11,35,50.0,0,0,55.2,23,6,18,21,4,13,31,33.3,0,0,44.8,13,2,20,42
214,3,10,24,0.0,0,0,,11,4,3,19,4,10,18,33.3,0,0,,4,6,1,9
215,2,8,35,33.3,0,0,,15,11,8,14,2,6,24,0.0,0,0,,22,3,11,16
216,0,14,41,0.0,0,0,35.1,7,10,13,13,3,32,26,50.0,0,0,64.9,27,14,10,7
217,1,6,25,20.0,0,0,55.1,12,7,11,28,5,10,38,33.3,0,0,44.9,31,8,15,40
218,1,71,24,0.0,0,0,,19,15,10,26,7,79,35,27.3,0,0,,13,5,9,15
219,2,4,25,20.0,0,0,40.0,9,4,6,29,4,10,24,0.0,0,0,60.0,17,5,8,19
220,1,6,30,0.0,0,0,53.3,24,11,17,33,2,2,28,0.0,0,0,46.7,28,13,3,35
221,6,17,42,0.0,0,0,,3,7,12,13,3,17,30,25.0,0,0,,15,4,7,9
222,0,10,31,0.0,0,0,,9,14,17,10,2,10,28,20.0,0,0,,10,22,11,14
223,4,8,38,50.0,0,0,,14,4,9,19,3,6,19,33.3,0,0,,17,7,5,20
224,5,0,20,0.0,0,0,62.5,2,6,1,0,4,0,11,0.0,0,0,37.5,2,5,2,0
225,6,4,35,50.0,0,0,53.8,10,5,7,12,3,4,37,0.0,0,0,46.2,21,2,4,30
226,3,10,32,0.0,0,0,60.8,9,7,11,17,1,4,26,0.0,0,0,39.2,10,6,15,12
227,1,14,30,0.0,0,0,58.2,20,4,11,21,0,10,36,0.0,0,0,41.8,20,1,9,29
228,2,21,29,50.0,0,0,,8,16,15,22,3,21,28,50.0,0,0,,18,10,6,6
229,2,4,25,0.0,0,0,56.2,7,3,7,37,3,8,31,0.0,0,0,43.8,24,7,6,27
230,0,12,35,0.0,0,0,,7,4,13,13,1,14,27,0.0,0,0,,11,3,18,20
231,0,0,0,0.0,0,0,,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,0
232,1,6,29,0.0,0,0,,19,5,6,32,3,8,31,33.3,0,0,,10,9,4,31
233,1,12,26,0.0,0,0,51.8,9,7,8,20,2,4,27,16.7,0,0,48.2,9,4,4,19
234,2,6,42,0.0,0,0,56.2,14,3,6,22,2,6,44,0.0,0,0,43.8,15,9,8,10
235,3,10,40,20.0,0,0,52.9,9,10,6,17,3,10,29,0.0,0,0,47.1,11,7,6,31
236,5,4,33,40.0,0,0,,0,0,0,0,3,10,27,0.0,0,0,,0,0,0,0
237,0,4,26,0.0,0,0,,6,12,5,29,2,6,25,0.0,0,0,,18,18,6,16
238,4,17,31,33.3,0,0,45.1,12,5,6,20,1,19,27,0.0,0,0,54.9,11,2,4,23
239,3,4,52,33.3,0,0,,23,9,15,21,3,6,26,100.0,0,0,,27,9,6,20
240,6,20,48,20.0,0,0,63.8,10,2,5,21,1,22,27,0.0,0,0,36.2,14,2,10,36
241,2,6,28,0.0,0,0,55.8,7,9,8,13,5,8,29,0.0,0,0,44.2,8,4,5,20
242,2,14,23,0.0,0,0,39.7,24,8,15,19,3,4,41,42.9,0,0,60.3,7,10,9,13
243,2,4,28,0.0,0,0,44.9,12,9,19,29,5,6,26,100.0,0,0,55.1,8,11,13,23
244,2,12,30,50.0,0,0,,18,4,9,23,2,6,26,0.0,0,0,,22,4,4,29
245,4,2,31,50.0,0,0,48.3,15,4,16,26,4,8,26,0.0,0,0,51.7,16,5,13,26
246,3,12,28,33.3,0,0,50.0,13,1,15,30,5,8,44,20.0,0,0,50.0,21,3,13,34
247,8,6,36,66.7,0,0,46.8,12,14,7,21,4,8,22,0.0,0,0,53.2,24,6,7,19
248,5,30,32,75.0,0,0,,19,11,20,27,3,24,47,14.3,0,0,,14,5,16,15
249,0,10,25,0.0,0,0,51.7,13,5,8,46,5,4,34,75.0,0,0,48.3,20,2,7,29
250,4,11,29,0.0,0,0,,10,4,17,21,3,11,23,0.0,0,0,,16,2,17,11
251,3,10,37,0.0,0,0,46.6,11,9,9,11,3,8,32,0.0,0,0,53.4,11,13,4,15
252,4,12,37,0.0,0,0,,0,0,0,0,3,6,22,16.7,0,0,,0,0,0,0
253,7,22,35,0.0,0,0,63.6,14,4,8,29,1,16,36,0.0,0,0,36.4,11,6,9,23
254,2,6,35,0.0,0,0,40.0,12,8,7,13,5,12,26,33.3,0,0,60.0,12,5,2,8
255,4,13,28,50.0,0,0,,13,5,22,21,1,13,30,0.0,0,0,,10,3,7,12
256,4,33,39,33.3,0,0,42.6,12,4,10,21,7,11,33,55.6,0,0,57.4,8,6,8,20
257,5,10,32,16.7,0,0,55.6,20,9,13,23,2,22,27,20.0,0,0,44.4,12,3,12,26
258,0,4,21,0.0,0,0,44.4,12,8,8,29,5,8,33,0.0,0,0,55.6,13,5,2,9
259,4,26,38,50.0,0,0,53.7,12,9,9,24,1,22,29,0.0,0,0,46.3,16,8,4,37
260,3,12,22,20.0,0,0,,9,5,13,11,2,10,41,16.7,0,0,,5,10,7,19
261,3,15,30,14.3,0,0,,0,0,0,0,7,19,31,40.0,0,0,,0,0,0,0
262,5,12,33,20.0,0,0,60.0,11,7,10,17,2,12,27,0.0,0,0,40.0,12,5,11,9
263,1,6,29,50.0,0,0,66.7,15,3,13,25,3,4,31,0.0,0,0,33.3,9,3,4,21
264,4,35,33,12.5,0,0,,3,2,4,11,2,45,28,0.0,0,0,,2,0,1,13
265,4,21,36,20.0,0,0,46.0,11,4,12,22,5,25,22,33.3,0,0,54.0,11,2,5,19
266,2,19,21,0.0,0,0,58.3,0,0,0,0,1,11,35,0.0,0,0,41.7,0,0,0,0
267,0,9,31,0.0,0,0,,5,3,10,46,4,15,20,100.0,0,0,,14,1,5,29
